अकड़	اڪڙ
चमाट	چماٽ
चमिरो	چمرو
चमु	چم
चम्कणु	چمڪڻ
चम्काइणु	چمڪائڻ
चम्चो	چمچو
चम्ड़ा	چمڙا
चम्ड़ी	چمڙي
चम्ड़ीअ	چمڙيء
चम्ड़ो	چمڙو
चम्पल	چمپل
चम्बो	چمبو
चम्ब्रणु	چمبرڻ
चयल	چيل
चयलु	چيل
चयाई	چيائي
चयो	چيو
चरस	چرس
चरितरहीण	چرترهين
चरित्रवान	چرتروان
चरियाई	چريائي
चरियो	چريو
चर्ख़	چرخ
चर्ख़ी	چرخي
चर्खी	چرکي
चर्खु	چرک
चर्चा	چرچا
चर्चाई	چرچائي
चर्चे	چرچي
चर्चेबाज़ी	چرچيبازي
चर्चो	چرچو
चर्णी	چرڻي
चर्ॿट	چرٻٽ
चर्ॿी	چرٻي
चर्ॿीदार	چرٻيدار
चर्यन	چرين
चर्याइप	چريائپ
चर्याई	چريائي
चर्यो	چريو
चर्हणु	چرهڻ
चलाऊ	چلاء
चलाऊ	چلائو
चल्तेबाज़	چلتيباز
चवण	چوڻ
चवणु	چوڻ
चवाए	چوائي
चविणी	چوڻي
चव्णी	چوڻي
चश्केदार	چشڪيدار
चश्को	چشڪو
चश्मो	چشمو
चहकु	چهڪ
चहर	چهر
चहिबुकु	چهبڪ
चहिबुकु	چهبوڪ
चहिर	چهر
चहिरे	چھري
चह्कणु	چهڪڻ
चह्कु	چهڪ
चह्चिटो	چهچٽو
चह्बुक	چهبڪ
चह्बुकु	چهبڪ
चह्रे	چھري
चाई	چائي
चाकु	چاڪ
चाकू	چاقو
चाची	چاچي
चाचो	چاچو
चाड़हण	چاڙھڻ
चाड़हणु	چاڙھڻ
चाड़हणु	چاڙهڻ
चाड़ही	چاڙھي
चाड़ीअ	چاڙيء
चाणो	چاڻو
चादर	چادر
चाद्रूं	چادرون
चाप्लूस	چاپلوس
चाप्लूस	چاپلوسي
चाप्लूसी	چاپلوسي
चाॿी	چاٻي
चार	چار
चारणु	چارڻ
चारो	چارو
चार्नाचार	چارناچار
चार्हींदड़	چارهيندڙ
चाल	چال
चाल	چڱل
चालक	چالاڪ
चालाक	چالاڪ
चालाक	چالاق
चालाकी	چالاڪي
चालाकीअ	چالاڪيء
चालाकु	چالاڪ
चालीह	چاليه
चालीहो	چاليهو
चालू	چالو
चाल्बाज़	چالباز
चाल्बाज़ी	چالبازي
चाश	چاش
चाह	چاھ
चाह	چاه
चाहण	چاھڻ
चाहिणु	چاهڻ
चाहु	چاه
चाहे	چاهي
चाह्ना	چاھنا
चांउठि	چانئوٺ
चांटणु	ڇانٽڻ
चांदी	چاندي
चांवर	ڇانور
चांहि	چانه
चि^अ	چڙ
चिक	چڪ
चिक्नो	چڪنو
चिख्या	چکيا
चिचिड़ु	چچڙ
चिची	چچي
चिच्रणु	چچرڻ
चिटणु	چٽڻ
चिटि	چٽ
चिटी	چٽي
चिटीअ	چٽيء
चिटो	چٽو
चिट्की	چٽڪي
चिठी	چٺي
चिठो	چٺو
चिड़	چڙ
चिड़	چڙچڙو
चिड़चिड़यो	چڙچڙيو
चिड़चिड़ो	چڙچڙو
चिड़णु	چڙڻ
चिड़णो	چڙڻو
चिड़यल	چڙيل
चिड़िचिड़ो	چڙچڙو
चिड़ो	بد
चिणिग	چڻگ
चिण्गारी	چڻگاري
चिण्गूं	چڻگون
चिता	چتا
चिताइणु	چتائڻ
चिताउ	چتاء
चितायु	چتاء
चिति	چت
चित्र	چتر
चित्रकार	چترڪار
चित्रकारी	چترڪاري
चित्रु	چتر
चिथणु	چٿڻ
चिथर	چٿر
चिधो	چڏو
चिन्तन	چنتن
चिन्ताइक	چنتائڪ
चिन्हु	چنه
चिप्कू	چپڪو
चिप्कंदड़	چپڪندڙ
चिप्चिपाहट	چپچپاهٽ
चिॿु	چٻ
चिम्कणु	چمڪڻ
चिम्काइणु	چمڪائڻ
चिम्कियल	چمڪيل
चिम्केदार	چمڪيدار
चिम्कंडड़	چمڪندڙ
चिम्कंदड़	چمڪندڙ
चिम्टी	چمٽي
चिम्ड़ो	چمڙو
चिम्नी	چمني
चिराग़	چراغ
चिलाइणु	چلائڻ
चिल्को	چلڪو
चिल्कंदड़	چلڪندڙ
चिल्विलो	چلولو
चिंतन	چنتن
चिंता	چنتا
चिंबिड़ंदड़ु	چبڙندڙ
चीकी	چيڪي
चीको	چيڪو
चीक्लो	چيڪلو
चीचाट	چيچاٽ
चीट	چيٽ
चीड़हालो	چيڙالو
चीड़हालो	چيڙھالو
चीड़हालो	چيڙهالو
चीड़हु	چيڙه
चीतो	چيتو
चीनी	چيني
चीभाटणु	چيڀاٽڻ
चीरणु	چيرڻ
चीरु	چير
चील	چيل
चीं	چين
चींभ	ڇينڀ
चुक	چڪ
चुक	ڀل
चुकाइणु	چڪائڻ
चुकायल	چڪايل
चुक्तू	چڪتو
चुग़िली	چغلي
चुग़ुलु	چغل
चुग़ुल्ख़ोर	چغلخور
चुॻणु	چڳڻ
चुॻुह	چڳھ
चुघु	چگھ
चुप	چپ
चुपि	چپ
चुप्चाप	چپچاپ
चुभाइणु	چڀائڻ
चुभाइणु	چبائڻ
चुभंडड़	چبندڙ
चुभंदड़	چبندڙ
चुभ्को	چڀڪو
चुम्बक	چمبڪ
चुम्बकीय	چمبڪيي
चुर	چر
चुरंदड़	چرندڙ
चुर्च	چرچ
चुर्पुर	چرپچ
चुल्ह	چلھ
चुल्ह	چله
चुस्तु	چست
चुहणु	چھڻ
चुहणु	چهڻ
चुहिटंदड़	چھٽندڙ
चुहिंड्ड़ी	چهندڙي
चुहिंड्ड़ी	چهنڊڙي
चुहिंब	چھنب
चुहंदड़	چهندڙ
चूड़ी	چوڙي
चूड़ो	چوڙو
चूपणु	چوپڻ
चूर	چور
चूरो	چورو
चूसण	چوسڻ
चूसणु	چوسڻ
चूस्णी	چوسڻي
चूस्णो	چوسڻو
चूस्यल	چوسيل
चूहो	چوهو
चूं	چون
चूंगारणु	چونگارڻ
चूंगी	چونگي
चूंड	چونڊ
चूंडणु	چونڊڻ
चूंडियलु	چونڊيل
चूंडींदड़	چونڊيندڙ
चेड़हणु	چيڙهڻ
चेड़ाइणु	چيڙائڻ
चेड़ाईंदड़	چيڙائيندڙ
चेड़ाक	چيڙاڪ
चेत्ना	چيتنا
चेलो	چيلو
चेल्हि	چيله
चोखा	چوکا
चोग़ो	چوڳو
चोट	چوٽ
चोटी	چوٽي
चोड़णु	چوڙڻ
चोॾहां	چوڏهان
चोथाई	چوٿائي
चोथों	چوٿون
चोप्ड़ी	چوپڙي
चोर	چور
चोराइणु	چورائڻ
चोरायलु	چورايل
चोरी	چوري
चोरीअ	چوريء
चोरु	چور
चोंकी	چونڪي
चौकस	چوڪس
चौकीदार	چوڪيدار
चौकुंडो	چوڪنڊو
चौड़ाई	چوڙائي
चौड़ो	چوڙو
चौधारी	چوڌاري
चौपायो	چوپايو
चौपेरो	چوپيرو
चौप्ड़ी	چوپڙي
चौरस	چورس
चौंकी	چونڪي
चौंकु	چونڪ
चंङी	چڱي
चंचल	چنچل
चंचल्ट्~आ	چنچلتا
चंचल्ता	چنچلتا
चंड	چنڊ
चंडु	چنڊ
चंदन	چندن
चंदो	چندو
चंद्रमा	چندرما
चंद्रमा	ڇندرما
चंबिड़ंदड़	چنبڙندڙ
चंबेली	چنبيلي
चंबो	چنبو
च्टाई	چٽائي
छको	ڇڪو
छक्ड़ो	ڇڪڙو
छछुंदर	ڇڇندر
छॼह्री	ڇڄهري
छटणु	ڇٽڻ
छटार	ڇٽار
छटी	ڇٽي
छटु	ڇٽ
छट्पटाइणु	ڇٽپٽائڻ
छड़	ڇڙ
छड़ो	ڇڙو
छॾण	ڇڏڻ
छॾणु	ڇڏڻ
छॾयल	ڇڏيل
छॾाइण	ڇڏائڻ
छॾाइणु	ڇڏائڻ
छॾिणु	ڇڏڻ
छॾींदड़	ڇڏيندڙ
छॾे	ڇڏي
छॾे	ڏيڻ
छण्कार	ڇڻڪار
छति	ڇت
छदणु	ڇڏڻ
छपरु	ڇپر
छपाई	ڇپائي
छपायल	ڇپايل
छप्यल	ڇپيل
छप्रो	ڇپرو
छर	ڇر
छल	ڇل
छलु	ڇل
छलो	ڇلو
छल्कणु	ڇلڪڻ
छव	ڇو
छह	ڇه
छहु	چاه
छा	ڇا
छाकण	ڇاڪاڻ
छाकाण	ڇاڪاڻ
छाकाणि	ڇاڪاڻ
छाखूं	ڇاکون
छाछोलणु	ڇاڇولڻ
-छाड़	ڇاڙ
छाणणु	ڇاڻڻ
छाणी	ڇاڻي
छाणो	ڇاڻو
छाति	ڇات
छाती	ڇاتي
छाप	ڇاپ
छापण	ڇاپڻ
छापणु	ڇاپڻ
छापे	ڇاپي
छापो	ڇاپو
छाप्ख़ानो	ڇاپخانو
छाप्रू	ڇاپرو
छाया	ڇايا
छायादार	ڇايادار
छालाइ	ڇالاء
छांग	ڇانگ
छांट	ڇانٽ
छांडु	ڇانڊ
छांयल	ڇانيل
छांव	ڇانو
छांवेरो	ڇانويرو
छांहीं	ڇانهين
छिक	ڇڪ
छिकण	ڇڪڻ
छिकणु	ڇڪڻ
छिकताण	ڇڪتاڻ
छिकींदड़	ڇڪيندڙ
छिके	ڇڪي
छिक्यलु	ڇڪيل
छिछिड़ु	ڇڇڙ
छिॼणु	ڇڄڻ
छिट्रो	ڇٽرو
छिड़काइणु	ڇڙڪائڻ
छिड़काउ	ڇڙڪاء
छिड़ॿणु	ڇڙٻڻ
छिड़विछिड़	ڇڙوڇڙ
छिडाई	ڇڊائي
छिड़िॿ	ڇڙٻ
छिडेरो	ڇڊيرو
छिडो	ڇڊو
छिण्कारु	ڇڻڪار
छिति	ڇت
छितो	ڇتو
छिनणु	چنڻ
छिनणु	ڇنڻ
छिनी	ڇني
छिनु	ڇن
छिप	ڇپ
छिपुनि	ڇپن
छिर्काइणु	ڇرڪائڻ
छिर्कु	ڇرڪ
छिलणु	ڇلڻ
छिलिड़ु	ڇلڙ
छिलु	ڇل
छिल्को	ڇلڪو
छिल्कोन	ڇلڪو
छिंभ	ڇنڀ
छी	ڇي
छींभणु	ڇينڀڻ
छुॻो	ڇڳو
छुटणु	ڇٽڻ
छुटल	ڇٽل
छुटिकारो	ڇٽڪارو
छुटी	ڇوٽي
छुटी	ڇٽي
छुट्कारे	ڇوٽڪاري
छुट्कारो	ڇٽڪارو
छुड़वाॻ	ڇڙواڳ
छुड़वाॻी	ڇڙواڳي
छुपी	ڇپي
छुरी	ڇري
छुरो	ڇرو
छुहण	ڇهڻ
छुहणु	ڇھڻ
छुहणु	ڇهڻ
छुहो	ڇهو
छुहंदड़	ڇهندڙ
छूट	ڇوٽ
छूत	ڇوت
छेकु	ڇيڪ
छेड़	ڇيڙ
छेड़छाड़	ڇيڙڇاڙ
छेड़णु	ڇيڙڻ
छेड़ो	ڇيڙو
छेणी	ڇيڻي
छेणो	ڇيڻو
छेति	ڇيت
छेदु	ڇيد
छेरु	ڇيڙ
छेलो	ڇيلو
छो	ڇو
छोकर्पिणो	ڇوڪرپڻو
छोक्ड़ी	ڇوڪڙي
छोक्र	ڇوڪر
छोक्राटु	ڇوڪراٽ
छोक्रानो	ڇوڪرانو
छोक्री	چوڪري
छोक्री	ڇوڪري
छोक्रीअ	ڇوڪري
छोक्रे	ڇوڪري
छोक्रो	ڇوڪرو
छोटि	ڇوٽ
छोटिकारो	ڇوٽڪارو
छोट्कारो	ڇوٽڪارو
छोट्को	ڇوٽڪو
छोड़णु	ڇوڙڻ
छोॾे	ڇوڏي
छोॾो	ڇوڏو
छोली	ڇولي
छोलू	ڇولو
छंछरु	ڇنڇر
छंड	ڇنڊ
छंड	ڇند
छंडा	ڇنڊا
छंडो	ڇنڊو
छंदु	ڇند
ज़ईफ़	زعيف
ज़ईफ़ु	ضعيف
जकड़	جڪڙ
ज़ख़म	زخم
ज़ख़मु	زخم
ज़ख़्मी	زخمي
जॻ	جڳ
जॻतु	جڳت
जॻमॻाइणु	جڳمڳائڻ
जॻमॻाईंदड़	جڳمڳائيندڙ
जॻह	جڳھ
जॻह	جڳه
जॻहि	جڳھ
जॻाइणु	جڳائڻ
जॻाईंदड़	جڳائيندڙ
जजु	جج
जज़्बात	جذبات
जज़्बे	جزبي
जज़्बो	جذبو
जटाउ	جٽاء
जटाउ	جتاء
जड़	جڙ
जड़णु	جڙڻ
जड़त	جڙت
जड़ता	جڙتا
जड़वाद	جڙواد
जड़ी	جڙي
जॾहिं	جڏهن
जॾो	جڏو
जतन	جتن
जथो	جٿو
जनक	جنڪ
जनत	جنت
जनम	جنم
जनम्पत्री	جنمپتري
ज़नानो	زنانو
जन्गी	جنگي
जन्ता	جنتا
जन्मी	جنمي
ज;न्हिं	جنهن
जफ़ाकशी	جفاڪشي
ज़बर्दस्त	زبردست
ज़बर्दस्ती	زبردستي
ज़बर्दस्तीअ	زبردستيء
जबलु	جبل
ज़बान	زبان
ज़बान	هلائڻ
ज़बानी	زباني
ज़ब्त	ضبت
ज़ब्त	ضبط
ज़ब्ती	ضبتي
ज़ब्ती	ضبطي
ज़ब्तु	ضبط
जब्रो	جبرو
ज़म	ذم
जमा	جمع
जमाइत	جمائت
ज़मान	زمان
ज़मानत्दार	ضمانتدار
ज़माने	زماني
ज़मानो	زمانو
जमीअत	جميعت
ज़मीन	زمين
ज़मीनदोज़	زميندوز
ज़मीन्दार	زميمدار
ज़मीन्दोज़	زميندوز
ज़मीमो	ضميمو
ज़मीर	ضمير
ज़मींदार	زميندار
ज़मींदारी	زمينداري
जमौ	جمع
ज़ररु	ضرور
ज़रर्नाक	زررناڪ
ज़रिड़ो	ذرڙو
ज़री	زري
ज़रूर	ضرور
ज़रूरत	ضرورت
ज़रूरतूं	ضرورتون
ज़रूरी	ضروري
ज़रूरु	ضرور
ज़रे	ذري
ज़रो	ذرو
ज़र्दु	زرد
ज़र्ब	ضرب
जर्मनी	جرمني
जलाइण	جلائڻ
जलाऊ	جلائو
जलाद	جلاد
जलावतनी	جلاوطني
जलु	جل
जलूस	جلوس
जल्द	جلد
जल्दी	جلدي
जल्दु	جلڊ
जल्दु	جلد
जल्द्बाज़	جلدباز
जल्द्बाज़ी	جلدبازي
जल्परी	جلپري
जल्वे	جلوي
जल्वो	جلوو
जल्सो	جلسو
जव	جو
जवन	جون
जवानी	جواني
जवानु	جوان
जवाब	جواب
जवाबी	جوابي
जवाबु	جواب
जवाब्दार	جوابدار
जवाब्दारी	جوابداري
जवाब्दारीअ	جوابداري
ज़वालियत	زواليت
जवाहर	جواھر
जवाहरि	جواھري
जवाहिर	جواهر
जवाह्रात	جواھرات
जशन	جشن
जसाइतो	جسائتو
जसु	جس
ज़हनु	زهن
ज़हरु	زهر
जहाज़	جھاز
जहाज़	جهاز
जहाज़न	جھازن
जहाज़न	جهازن
जहाज़ी	جھازي
जहाज़ी	جهازي
जहाज़ु	جهاز
जहाज़्रानी	جهازراني
जहान	جهان
जहिड़ाई	جهڙائي
जहिड़ी	جهڙي
जहिड़ो	جهڙو
जहिड़ो	جھڙو
ज़हिरी	زهري
जहिं	جنھن
जहिं	جنهن
जहिं	جهن
ज़हीन	ذهين
जह्ड़ा	جھڙا
जह्ड़ी	جھڙي
जह्ड़ो	جهڙو
जह्ड़ो	جھڙو
ज़ह्री	زهري
ज़ह्रीलो	زهريلو
जह्रोक्	جهروڪ
जा	جا
जाइ	جاء
ज़ाइकेदार	ذائقيدار
ज़ाइको	ذائقو
जाइज़	جائز
जाइज़ु	جائز
जाइदाद	جائداد
ज़ाइफ़ा	زاعفا
जाए	جائي
जागीर	جاگير
जाॻ	جاڳ
जाॻणु	جاڳڻ
जाॻयलु	جاڳيل
जाॻाइणु	جاڳائڻ
जाॻिर्ता	جاڳرتا
जाॻु	جاڳ
जाच	جاچ
जाचणु	جاچڻ
जाचींदड़	جاچيندڙ
जाचे	جاچي
ज़ाटि	ذات
ज़ाट्यो	ذاتيو
जाड़ो	جاڙو
जाणि	جاڻ
ज़ात	ذات
ज़ाति	ذات
ज़ाति	زات
जाती	جاتي
ज़ाती	ذاتي
ज़ाती	زاتي
जातीअ	جاتي
जादु	جادو
जादू	جادو
जादूगर	جادوگر
जादूगरिणि	جادوگرڻ
जादूगरी	جادوگري
जान	جان
जानि	جان
जानी	جاني
जान्wअर	جانور
जान्बाज़	جانباز
जान्वर	جانور
जान्वरन	جانورن
जान्वरनि	جانورن
ज़ाब्ते	ضابطي
ज़ाब्तो	ضابطو
जाब्लू	جابلو
जाम	جام
ज़ामिन	ضامن
ज़ामिनु	ضامن
जामेट्री	جاميٽري
जामो	جامو
जारी	جاري
ज़ाल	زال
जालन	جالن
ज़ालपिणु	زالپڻ
ज़ालाणो	زالاڻو
ज़ालिम	ظالم
ज़ालूं	زالون
जाल्साज़ी	جالسازي
जावित्री	جاوتري
जासूद	جاسود
जासूस	جاسوس
जासूसु	جاسوس
ज़ाहिर	ظاھر
ज़ाहिर	ظاهر
ज़ाहिराई	ظاھرائي
ज़ाहिरी	ضاهري
ज़ाहिरी	ظاھري
ज़ाहिरी	ظاهري
ज़ाहिरु	ظاھر
ज़ाहिरूं	ظاهرون
जाहिल	جاھل
जाहिली	جاهلي
जांठो	جانٺو
जिअं	جئن
ज़िक्रु	ذڪر
जिगरी	جگري
जिग्री	جگري
जिॻयासा	جڳياسا
जिॻयासू	جڳياسو
जितां	جتان
जिते	جتي
ज़िदी	ضدي
ज़िदु	ضد
ज़िनाउ	زناء
जिनिखे	جنکي
जिनु	جن
ज़िڱन्दगी	زندگي
ज़िन्दादिल	زندادل
जिन्स	جنس
जिन्सी	جنسي
जिन्स्यत	جنسيت
ज़िबानु	زبان
ज़िमेदार	ذميدار
ज़िमेदारी	ذميواري
ज़िमेदारी	ضميداري
ज़िमेवार	ذميوار
ज़िमो	ذمو
ज़ियादा	زيادا
ज़ियान	زيان
ज़ियान	ضيان
जियापो	جياپو
जियारणु	جيارڻ
ज़िरह	ظره
ज़िलो	ضلعو
ज़िल्ज़िलो	ذلذلو
ज़िल्ज़िलो	زلزلو
जिस्त	جست
जिस्मानी	جسماني
ज़िंदा	زندا
ज़िंदादिल	زندادل
ज़िंदादिल	زندهدل
जिंदु	جند
जिंस	جنس
जी	انگور
जी	جي
जी	ڇوڪري
जीअणु	جيئڻ
जीअरी	جيئري
जीअरे	جيئري
जीअरो	جيئرو
जीअं	جيئن
जीआलो	جيئالو
जीत	جيت
जीतण	جيتڻ
जीतणु	جيتڻ
जीतु	جيت
ज़ीन	زينذ
ज़ीरकु	زيرڪ
जीरो	جيرو
जीव	جيو
जीवन	جيون
जीवनी	جيوني
जीवनु	جيون
जीवाणू	جيواڻو
जीवित	جيوت
जीवु	جيو
जीव्ड़न	جيوڙن
जीव्ड़ा	جيوڙا
जीव्ड़ो	جيوڙو
जीव्णी	جيوڻي
जुआरी	جوئاري
ज़ुकाम	زڪام
जुॻाए	جڳائي
जुज़ा	جزا
जुज़ो	جزو
जुज़्वी	جزوي
जुटाइणु	جٽائڻ
जुठ	جٺ
जुठि	جٺ
जुड़जणु	جڙجڻ
जुड़तू	جڙتو
जुड़यल	جڙيل
जुड़यलु	جڙيل
जुत	جت
जुती	جتي
जुथो	جٿو
जुदा	جدا
जुदाई	جدائي
जुनून	جنون
जुनूनी	جنوني
ज़ुबान	زبان
ज़ुबानी	زباني
जुमो	جمعو
जुम्ले	جملي
जुम्लो	جملو
जुरिअत	جريت
जुरियत	جريت
जुर्यत	جريت
जुलाबु	جلاب
ज़ुलुम	ظلم
जुलूस	جلوس
जुल्द	جلد
जुल्दु	جلد
ज़ुल्म	ظلم
ज़ुल्मु	ظلم
जुवा	جوا
जुवानिड़ी	جوانڙي
जुवानीअ	جوانيء
जूअरि	جوئر
जूआ	جوئا
जूआरी	جوئاري
जूखो	جوکو
जूच	جوچ
जूठि	جوٺ
जूरी	جوري
जूरीअ	جوريء
जूलाहो	جولاهو
जूं	جون
जे	جي
जेकॾहिं	جيڪڏهن
जेकर	جيڪر
जेकस	جيڪس
जेकी	جيڪي
जेको	جيڪو
जेॾा	جيڏا
जेॾाहुं	جيڏاهن
जेॾांहुं	جيڏانهن
जेॾो	جيڏو
ज़ेतून	زيتون
जेतोणीक	جيتوڻيڪ
जेत्रे	جيتري
जेत्रो	جيترو
जेब	جيب
जेरो	جيرو
ज़ेरोक्स	زيروڪس
ज़ेर्ज़मीन	ذيرزمين
ज़ेर्तज्वीज़	زيرتجويز
ज़ेर्दस्ट	زيردست
ज़ेर्दस्त	زيردست
ज़ेर्दस्ती	زيردستي
जेल	جيل
जेलर	جيلر
ज़ेवर	زيور
जेसिताईं	جيستائين
जेसीं	جيسين
जेस्ताईं	جيستائين
जेह्ड़ा	جھڙا
जैकेट	جئڪيٽ
ज़ैफ़्रान	زعفران
जैहिड़ो	جھڙو
जो	جو
जो	هوا
जो	يا
जोइ	جوء
जोखम	جوکم
जोख़ाइतो	جوخائتو
जोखाइतो	جوکائتو
जोखे	جوکي
जोखो	جوکو
जोॻाई	جوڳائي
जोॻी	جوڳي
जोॻो	جوڳو
जोड़	جوڙ
जोड़जक	جوڙجڪ
जोड़जक	جوڙجڪا
जोड़णु	جوڙڻ
जोड़ी	جوڙي
जोड़ीदार	جوڙيدار
जोड़ींदड़	جوڙيندڙ
जोड़ु	جوڙ
जोड़ो	جوڙو
जोतिश	جوتش
जोती	جوتي
जोधो	جوڌو
जोभनु	جوڀن
ज़ोर	ذور
ज़ोर	زور
जोरणु	جوڙڻ
जोराबु	جوراب
जोराबु	راب
ज़ोरीअ	زوريء
ज़ोरु	زور
ज़ोर्दार	زوردار
जोश	جوش
जोशाइतो	جوشائتو
जोशीलो	جوشيلو
जोशु	جوش
जौह्री	جوھري
जंग	جنگ
जंगि	جنگ
जंगी	جنگي
ज़ंगु	زنگ
ज़ंजीर	زنجير
जंड	جنڊ
जंडी	جنڊي
जंता	جنتا
जंहिं	جنهن
ज़्आहिर	ظاهر
ज्झंग	جھنگ
ज़्नान्ख़ानो	زنانخانو
ज़्यानु	زيان
ज्वान	جوان
ज्वानी	جواني
ज्वान्ड़ी	جوانڙي
ज्वान्ड़ो	جوانڙو
ज्वाला	جوالا
ज्वालामुखी	جوالامکي
ॼण	ڄڻ
ॼणणु	چڻڻ
ॼणु	ڃڻ
ॼणे	ڄڻي
ॼमणु	ڄمڻ
ॼमाइणु	ڄمائڻ
ॼमाईंदड़	ڄمائيندڙ
ॼमियल	ڄميل
ॼमी	ڄمي
ॼमु	ڄم
ॼाउ	ڄاء
ॼाड़ी	ڄاڙي
ॼाण	ڄاڻ
ॼाणणु	ڄاڻڻ
ॼाणाइणु	ڄاڻآئڻ
ॼाणाइणु	ڄاڻائڻ
ॼाणी	ڄاڻي
ॼाणु	ڄاڻ
ॼाणू	ڄاڻو
ॼातल	ڄاتل
ॼातलु	ڄاتل
ॼाम्ड़ो	ڄامڙو
ॼाम्फल	ڄامڦل
ॼारी	ڄاري
ॼारीदार	ڄاريدار
ॼारु	ڄار
ॼारो	ڄارو
ॼावल	ڄاول
ॼिभ	ڄڀ
ॼिभी	ڄڀي
ॼौर	ڄور
झक	جھڪ
झकाई	جھڪائي
झकाईअ	جھڪائيء
झकी	جھڪي
झको	جھڪ
झको	جھڪو
झॻड़ालू	جڳڙالو
झॻड़ालू	جھڳڙالو
झॻड़ो	جھڳڙو
झॻिड़णु	جهڳڙڻ
झझाई	جھجھائي
झझो	جھجھو
झट	جھٽ
झट	جهٽ
झटणु	جھٽڻ
झटि	جھٽ
झटिकणु	جھٽڪڻ
झट्के	جھٽڪي
झट्को	جھٽڪو
झट्पट	جھٽپٽ
झपणु	جھپڻ
झपु	جھپ
झपो	جھپو
झप्की	جھپڪي
झप्टणु	جھپٽڻ
झप्टो	جھپٽو
झर्णो	جھرڻو
झल	جھل
झलक	جھلڪ
झलण	جھلڻ
झलणु	جھلڻ
झलु	جھل
झल्कणु	جھلڪڻ
झल्को	جھلڪو
झल्कंदड़	جھلڪندڙ
झाको	جھاڪو
झाटो	جھاٽو
झाड़	جھاڙ
झाड़	جھار
झाड़ूअ	جھاڙوء
झाती	جھاتي
झालर	جھالر
झालू	جھالو
झिझक	جھجھڪ
झिझिकणु	جھجھڪڻ
झिर्की	جھرڪي
झिर्कु	جھرڪ
झिली	جھلي
झिल्मिलाइणु	جھلملائڻ
झीणो	جھيڻو
झींगो	جھينگو
झुकण	جھڪڻ
झुकणु	جھڪڻ
झुकाई	جھڪائي
झुकाउ	جھڪاء
झुकियल	جھڪيل
झुक्यल	جھڪيل
झुक्यलु	جھڪيل
झुॻटो	جھڳٽو
झुड़ालो	جھڙالو
झुन्ड	جھنڊ
झुलणु	جلڻ
झुंझिलाइट	جھنجھلائٽ
झुंडु	جھنڊ
झूटा	جھوٽا
झूटो	جو
झूटो	جھوٽو
झूनो	جھونو
झूप्ड़ी	جھوپڙي
झूर	جھور
झूलणु	جھولڻ
झूलो	جھولو
झेड़ो	جھيڙو
झोपड़पटी	جھوپڙپٽي
झोॿो	جھوٻو
झोलु	جھول
झंगल	جھنگل
झंगलु	جھنگل
झंगु	جھنگ
झंग्ली	جھنگلي
झंग्लीपिणो	جھنگليپڻو
झंघु	جھنگھ
झंझट	جھنجھٽ
झंडो	جھنڊو
ञाणू	ڄاڻو
टकरु	ٽڪر
टकिरणु	ٽڪرڻ
टकिराएजी	ٽڪرائجي
टकु	ٽڪ
टकुली	ٽڪلي
टक्रणु	ٽڪرڻ
टक्राइणु	ٽڪرائڻ
टक्री	ٽڪري
टक्रु	ٽڪر
टक्साल	ٽڪسال
टपणु	ٽپڻ
टपरणु	ٽپرڻ
टपाल	ٽپال
टपो	ٽپو
टमाटो	ٽماٽو
टरह	طرح
टल्wआर	تلوار
टहकु	ٽهڪ
टहिकणु	ٽهڪڻ
टहिकाइणु	ٺھڪائڻ
टह्काइणु	ٽهڪائڻ
टह्कु	ٽھڪ
टह्को	ٽھڪو
~टह्ड़ा	تھڙا
टाईप	ٽائيپ
टाको	ٽاڪو
टाकोर	ٽاڪور
टाक्रू	ٽاڪرو
टाचिनी	ٽاچني
टाड़े	ٽاڙي
टामो	ٽامو
टायरु	ٽاير
टारणु	ٽارڻ
टारी	ٺاري
टारींदड़	ٽاريندڙ
टारो	ٽارو
टाल	ٽال
टावर	ٽاور
टाहु	ٽاه
टांइ	ٽائن
टांकी	ٽانڪي
टांडे	ٽانڊي
टांडो	ٽانڊو
टिएं	ٽئين
टिक	ٽڪ
टिकण	ٽڪڻ
टिकणु	ٽڪڻ
टिकाउ	ٽڪاء
टिकाऊ	ٽڪاء
टिकाणो	ٽڪاڻو
टिकी	ٽڪي
टिकुंडो	ٽڪنڊو
टिकेट	ٽڪيٽ
टिको	ٽڪو
टिकंदड़	ٽڪندڙ
टिजोड़ी	تجوڙي
टिटु	ٽٽ
टिड़णु	ٽڙڻ
टिड़यल	ٽڙيل
टिन्टिन	ٽنٽن
टिपणु	ٽپڻ
टिपा	ٽپا
टिपाई	ٽپائي
टिपु	ٽپ
टिपो	ٽپو
टिपंदो	ٽپندو
टिफ़िन	ٽفن
टिमणु	ٽمڻ
टिमाइणु	ٽمائڻ
टिम्कणु	ٽمڪڻ
टियाई	ٽيائي
टियों	ٽيون
टिशू	ٽشو
टिहर	ٽهر
टीका	ٽيڪا
टीकाकार	ٽيڪاڪار
टीट	ٽيٽ
टीणि	ٽيڻ
टीणो	ٽيڻو
टीनु	ٽين
टीह	ٽيه
टुकणु	ٽڪڻ
टुकर	ٽڪر
टुकरु	ٽڪر
टुका	ٽڪا
टुकिर्युन	ٽڪرين
टुकुर	ٽڪر
टुक्ड़ा	ٽڪڙا
टुक्ड़ो	ٽڪڙو
टुक्रा	ٽڪرا
